Frequency_Hz,Y11_Real,Y11_Imag,Y12_Real,Y12_Imag,Y21_Real,Y21_Imag,Y22_Real,Y22_Imag
0.1,0.607224535033022,-0.00551385182261372,0.34502161001652,0.00086858281613593,-0.209011714332515,0.000868838331801387,-0.774636140537081,-0.000132170923104621
0.100693514841637,0.607224150564675,-0.00555211532531096,0.345021698913512,0.000874616877938483,-0.209011857820597,0.000874877739313717,-0.774637450367255,-0.000133025104462739
0.10139183931163,0.607223760685431,-0.00559064469234586,0.345021789067457,0.0008806930018161,-0.209012003283208,0.000880959320636515,-0.774638778347457,-0.000133883905264177
0.102095006765465,0.607223365318315,-0.00562944177788558,0.345021880496397,0.000886811483941925,-0.209012150747199,0.000887083374274789,-0.774640124728051,-0.000134747330349676
0.102803050789954,0.607222964385236,-0.00566850844916829,0.345021973218643,0.000892972622635403,-0.209012300239779,0.000893250200928394,-0.774641489762825,-0.000135615384028329
0.103516005204838,0.607222557806968,-0.00570784658659794,0.345022067252774,0.000899176718379012,-0.209012451788515,0.000899460103509758,-0.774642873709032,-0.000136488070062377
0.104233904064403,0.607222145503136,-0.00574745808384,0.345022162617646,0.000905424073835214,-0.209012605421343,0.000905713387161874,-0.774644276827439,-0.000137365391651378
0.104956781659108,0.607221727392192,-0.00578734484791794,0.345022259332392,0.000911714993863552,-0.209012761166566,0.000912010359276422,-0.774645699382377,-0.000138247351416244
0.105684672517218,0.607221303391406,-0.00582750879931024,0.34502235741643,0.000918049785537847,-0.209012919052861,0.000918351329512062,-0.774647141641783,-0.000139133951382764
0.106417611406461,0.60722087341684,-0.00586795187204845,0.345022456889464,0.000924428758163645,-0.209013079109287,0.00092473660981296,-0.774648603877253,-0.000140025192964799
0.10715563333568,0.607220437383337,-0.00590867601381579,0.345022557771492,0.000930852223295757,-0.209013241365283,0.000931166514427431,-0.774650086364088,-0.000140921076947118
0.107898773556513,0.607219995204495,-0.00594968318604661,0.345022660082809,0.000937320494755975,-0.20901340585068,0.000937641359926809,-0.774651589381344,-0.00014182160346795
0.108647067565072,0.607219546792654,-0.0059909753640268,0.34502276384401,0.000943833888650993,-0.209013572595699,0.000944161465224531,-0.774653113211885,-0.000142726772000876
0.109400551103639,0.607219092058877,-0.00603255453699461,0.345022869075996,0.000950392723390441,-0.209013741630962,0.000950727151595322,-0.774654658142429,-0.000143636581336662
0.110159260162376,0.607218630912925,-0.00607442270824265,0.345022975799981,0.000956997319705123,-0.209013912987494,0.000957338742694691,-0.774656224463604,-0.000144551029564358
0.11092323098104,0.607218163263244,-0.00611658189522043,0.345023084037493,0.000963648000665425,-0.209014086696726,0.000963996564578521,-0.774657812469996,-0.000145470114052276
0.111692500050717,0.607217689016938,-0.0061590341296379,0.345023193810381,0.000970345091699867,-0.209014262790503,0.000970700945722928,-0.774659422460205,-0.000146393831428282
0.112467104115564,0.607217208079756,-0.00620178145756969,0.345023305140823,0.000977088920613884,-0.209014441301089,0.000977452217044285,-0.774661054736897,-0.000147322177559847
0.113247080174565,0.607216720356065,-0.00624482593956015,0.345023418051323,0.000983879817608718,-0.209014622261172,0.000984250711919445,-0.774662709606859,-0.000148255147533617
0.114032465483296,0.607216225748835,-0.0062881696507294,0.345023532564725,0.000990718115300557,-0.209014805703866,0.000991096766206221,-0.774664387381051,-0.000149192735634372
0.114823297555707,0.607215724159609,-0.00633181468088003,0.345023648704213,0.00099760414873981,-0.20901499166272,0.000997990718264011,-0.774666088374667,-0.000150134935323801
0.115619614165913,0.607215215488493,-0.00637576313460473,0.345023766493319,0.00100453825543058,-0.209015180171723,0.00100493290897468,-0.774667812907184,-0.000151081739218538
