Filename,iP,iV,iQ,iX,P,Q,V,xi,Element,Is_Passive,Min_Real_Part,Branch_Type,Branch_ID,R,L,C,b,g_m,RMS_Rel_Error,Max_Rel_Error,Order
iP01_iV01_iQ01_iX02__P-300m_Q-1000m_V+900m_xi-8947md.csv,01,01,01,02,-0.3,-1.0,0.9,-8.947,Y22,False,-0.17440855606603123,RC_Parallel,Parallel,1.8823399753114666e+17,,-9.173056729417989e-23,,,1.4104517220115226e-13,9.462455925075131e-13,6
iP01_iV01_iQ01_iX02__P-300m_Q-1000m_V+900m_xi-8947md.csv,01,01,01,02,-0.3,-1.0,0.9,-8.947,Y22,False,-0.17440855606603123,RL_Series,a,-31.432429127115615,-0.03676908116094563,,,,1.4104517220115226e-13,9.462455925075131e-13,6
iP01_iV01_iQ01_iX02__P-300m_Q-1000m_V+900m_xi-8947md.csv,01,01,01,02,-0.3,-1.0,0.9,-8.947,Y22,False,-0.17440855606603123,RL_Series,b,24.420062914552787,0.11552961345005582,,,,1.4104517220115226e-13,9.462455925075131e-13,6
iP01_iV01_iQ01_iX02__P-300m_Q-1000m_V+900m_xi-8947md.csv,01,01,01,02,-0.3,-1.0,0.9,-8.947,Y22,False,-0.17440855606603123,RL_Series,c,-5.042290241627254,-0.04891333056696592,,,,1.4104517220115226e-13,9.462455925075131e-13,6
iP01_iV01_iQ01_iX02__P-300m_Q-1000m_V+900m_xi-8947md.csv,01,01,01,02,-0.3,-1.0,0.9,-8.947,Y22,False,-0.17440855606603123,RL_Series,d,-582.1969253238128,-39.186592253975654,,,,1.4104517220115226e-13,9.462455925075131e-13,6
iP01_iV01_iQ01_iX02__P-300m_Q-1000m_V+900m_xi-8947md.csv,01,01,01,02,-0.3,-1.0,0.9,-8.947,Y22,False,-0.17440855606603123,RL_Series,e,36.07851261367162,2.6479488724794615,,,,1.4104517220115226e-13,9.462455925075131e-13,6
iP01_iV01_iQ01_iX02__P-300m_Q-1000m_V+900m_xi-8947md.csv,01,01,01,02,-0.3,-1.0,0.9,-8.947,Y22,False,-0.17440855606603123,RL_Series,f,-1250.8697293175421,-122.47609951271293,,,,1.4104517220115226e-13,9.462455925075131e-13,6
iP01_iV01_iQ01_iX01__P-300m_Q-1000m_V+900m_xi-10000md.csv,01,01,01,01,-0.3,-1.0,0.9,-10.0,Y22,False,-0.14846885955484695,RC_Parallel,Parallel,2.738556196470797e+17,,-7.576541531356176e-23,,,1.4331561371062987e-13,9.026527620033296e-13,6
iP01_iV01_iQ01_iX01__P-300m_Q-1000m_V+900m_xi-10000md.csv,01,01,01,01,-0.3,-1.0,0.9,-10.0,Y22,False,-0.14846885955484695,RL_Series,a,-28.12470455324224,-0.03289976540354886,,,,1.4331561371062987e-13,9.026527620033296e-13,6
iP01_iV01_iQ01_iX01__P-300m_Q-1000m_V+900m_xi-10000md.csv,01,01,01,01,-0.3,-1.0,0.9,-10.0,Y22,False,-0.14846885955484695,RL_Series,b,10.913077133154358,0.051629006327934754,,,,1.4331561371062987e-13,9.026527620033296e-13,6
iP01_iV01_iQ01_iX01__P-300m_Q-1000m_V+900m_xi-10000md.csv,01,01,01,01,-0.3,-1.0,0.9,-10.0,Y22,False,-0.14846885955484695,RL_Series,c,-4.554549201278932,-0.04418194113986006,,,,1.4331561371062987e-13,9.026527620033296e-13,6
iP01_iV01_iQ01_iX01__P-300m_Q-1000m_V+900m_xi-10000md.csv,01,01,01,01,-0.3,-1.0,0.9,-10.0,Y22,False,-0.14846885955484695,RL_Series,d,-526.4930585414128,-35.437268583023844,,,,1.4331561371062987e-13,9.026527620033296e-13,6
iP01_iV01_iQ01_iX01__P-300m_Q-1000m_V+900m_xi-10000md.csv,01,01,01,01,-0.3,-1.0,0.9,-10.0,Y22,False,-0.14846885955484695,RL_Series,e,35.863410696653446,2.6321616673527886,,,,1.4331561371062987e-13,9.026527620033296e-13,6
iP01_iV01_iQ01_iX01__P-300m_Q-1000m_V+900m_xi-10000md.csv,01,01,01,01,-0.3,-1.0,0.9,-10.0,Y22,False,-0.14846885955484695,RL_Series,f,-1092.7005747268963,-106.98932206117094,,,,1.4331561371062987e-13,9.026527620033296e-13,6
iP01_iV01_iQ01_iX03__P-300m_Q-1000m_V+900m_xi-7895md.csv,01,01,01,03,-0.3,-1.0,0.9,-7.895,Y22,False,-0.20017315229260646,RC_Parallel,Parallel,9.496250532387635e+16,,-1.116796234604102e-22,,,1.4040172109216044e-13,1.0149889103973615e-12,6
iP01_iV01_iQ01_iX03__P-300m_Q-1000m_V+900m_xi-7895md.csv,01,01,01,03,-0.3,-1.0,0.9,-7.895,Y22,False,-0.20017315229260646,RL_Series,a,-35.638315965292456,-0.041689050721085925,,,,1.4040172109216044e-13,1.0149889103973615e-12,6
iP01_iV01_iQ01_iX03__P-300m_Q-1000m_V+900m_xi-7895md.csv,01,01,01,03,-0.3,-1.0,0.9,-7.895,Y22,False,-0.20017315229260646,RL_Series,b,-99.44500752306877,-0.4704673906402359,,,,1.4040172109216044e-13,1.0149889103973615e-12,6
iP01_iV01_iQ01_iX03__P-300m_Q-1000m_V+900m_xi-7895md.csv,01,01,01,03,-0.3,-1.0,0.9,-7.895,Y22,False,-0.20017315229260646,RL_Series,c,-5.663549433705239,-0.054939928555912114,,,,1.4040172109216044e-13,1.0149889103973615e-12,6
iP01_iV01_iQ01_iX03__P-300m_Q-1000m_V+900m_xi-7895md.csv,01,01,01,03,-0.3,-1.0,0.9,-7.895,Y22,False,-0.20017315229260646,RL_Series,d,-653.1823561227612,-43.96448956567047,,,,1.4040172109216044e-13,1.0149889103973615e-12,6
iP01_iV01_iQ01_iX03__P-300m_Q-1000m_V+900m_xi-7895md.csv,01,01,01,03,-0.3,-1.0,0.9,-7.895,Y22,False,-0.20017315229260646,RL_Series,e,36.32283186729417,2.665880456923969,,,,1.4040172109216044e-13,1.0149889103973615e-12,6
iP01_iV01_iQ01_iX03__P-300m_Q-1000m_V+900m_xi-7895md.csv,01,01,01,03,-0.3,-1.0,0.9,-7.895,Y22,False,-0.20017315229260646,RL_Series,f,-1453.6282339040383,-142.3287429879979,,,,1.4040172109216044e-13,1.0149889103973615e-12,6
iP01_iV01_iQ01_iX06__P-300m_Q-1000m_V+900m_xi-4737md.csv,01,01,01,06,-0.3,-1.0,0.9,-4.737,Y22,False,-0.276091333220269,RC_Parallel,Parallel,1.094053377885769e+17,,-1.4526439197438892e-22,,,8.898039183422441e-14,9.669616079541113e-13,6
iP01_iV01_iQ01_iX06__P-300m_Q-1000m_V+900m_xi-4737md.csv,01,01,01,06,-0.3,-1.0,0.9,-4.737,Y22,False,-0.276091333220269,RL_Series,a,-59.63375339041693,-0.06975847490108701,,,,8.898039183422441e-14,9.669616079541113e-13,6
iP01_iV01_iQ01_iX06__P-300m_Q-1000m_V+900m_xi-4737md.csv,01,01,01,06,-0.3,-1.0,0.9,-4.737,Y22,False,-0.276091333220269,RL_Series,b,-6.085766163573273,-0.028791335013560102,,,,8.898039183422441e-14,9.669616079541113e-13,6
iP01_iV01_iQ01_iX06__P-300m_Q-1000m_V+900m_xi-4737md.csv,01,01,01,06,-0.3,-1.0,0.9,-4.737,Y22,False,-0.276091333220269,RL_Series,c,-9.216621653189325,-0.0894069242407657,,,,8.898039183422441e-14,9.669616079541113e-13,6
iP01_iV01_iQ01_iX06__P-300m_Q-1000m_V+900m_xi-4737md.csv,01,01,01,06,-0.3,-1.0,0.9,-4.737,Y22,False,-0.276091333220269,RL_Series,d,-1059.4397620825118,-71.30892012957588,,,,8.898039183422441e-14,9.669616079541113e-13,6
iP01_iV01_iQ01_iX06__P-300m_Q-1000m_V+900m_xi-4737md.csv,01,01,01,06,-0.3,-1.0,0.9,-4.737,Y22,False,-0.276091333220269,RL_Series,e,37.2396740604995,2.7331712365329675,,,,8.898039183422441e-14,9.669616079541113e-13,6
iP01_iV01_iQ01_iX06__P-300m_Q-1000m_V+900m_xi-4737md.csv,01,01,01,06,-0.3,-1.0,0.9,-4.737,Y22,False,-0.276091333220269,RL_Series,f,-2630.609279145356,-257.57019805765555,,,,8.898039183422441e-14,9.669616079541113e-13,6
iP01_iV01_iQ01_iX07__P-300m_Q-1000m_V+900m_xi-3684md.csv,01,01,01,07,-0.3,-1.0,0.9,-3.684,Y22,False,-0.30083392444185203,RC_Parallel,Parallel,8.804610886999926e+16,,-1.5497776992062133e-22,,,8.393984487147483e-14,9.180300923228076e-13,6
iP01_iV01_iQ01_iX07__P-300m_Q-1000m_V+900m_xi-3684md.csv,01,01,01,07,-0.3,-1.0,0.9,-3.684,Y22,False,-0.30083392444185203,RL_Series,a,-76.84360123553776,-0.08989024039797859,,,,8.393984487147483e-14,9.180300923228076e-13,6
iP01_iV01_iQ01_iX07__P-300m_Q-1000m_V+900m_xi-3684md.csv,01,01,01,07,-0.3,-1.0,0.9,-3.684,Y22,False,-0.30083392444185203,RL_Series,b,-4.631300593307532,-0.02191035990316828,,,,8.393984487147483e-14,9.180300923228076e-13,6
iP01_iV01_iQ01_iX07__P-300m_Q-1000m_V+900m_xi-3684md.csv,01,01,01,07,-0.3,-1.0,0.9,-3.684,Y22,False,-0.30083392444185203,RL_Series,c,-11.76777095786696,-0.11415464864488278,,,,8.393984487147483e-14,9.180300923228076e-13,6
iP01_iV01_iQ01_iX07__P-300m_Q-1000m_V+900m_xi-3684md.csv,01,01,01,07,-0.3,-1.0,0.9,-3.684,Y22,False,-0.30083392444185203,RL_Series,d,-1351.2402472220558,-90.94946795885312,,,,8.393984487147483e-14,9.180300923228076e-13,6
iP01_iV01_iQ01_iX07__P-300m_Q-1000m_V+900m_xi-3684md.csv,01,01,01,07,-0.3,-1.0,0.9,-3.684,Y22,False,-0.30083392444185203,RL_Series,e,37.61001946370066,2.7603523931494354,,,,8.393984487147483e-14,9.180300923228076e-13,6
iP01_iV01_iQ01_iX07__P-300m_Q-1000m_V+900m_xi-3684md.csv,01,01,01,07,-0.3,-1.0,0.9,-3.684,Y22,False,-0.30083392444185203,RL_Series,f,-3485.3418082855196,-341.25941348334464,,,,8.393984487147483e-14,9.180300923228076e-13,6
iP01_iV01_iQ01_iX05__P-300m_Q-1000m_V+900m_xi-5789md.csv,01,01,01,05,-0.3,-1.0,0.9,-5.789,Y22,False,-0.2510464819754635,RC_Parallel,Parallel,8.381269654067078e+16,,-1.3022424516970393e-22,,,1.1120686703995539e-13,9.568960213984021e-13,6
iP01_iV01_iQ01_iX05__P-300m_Q-1000m_V+900m_xi-5789md.csv,01,01,01,05,-0.3,-1.0,0.9,-5.789,Y22,False,-0.2510464819754635,RL_Series,a,-48.70450601825744,-0.056973641058628684,,,,1.1120686703995539e-13,9.568960213984021e-13,6
iP01_iV01_iQ01_iX05__P-300m_Q-1000m_V+900m_xi-5789md.csv,01,01,01,05,-0.3,-1.0,0.9,-5.789,Y22,False,-0.2510464819754635,RL_Series,b,-8.86846988644404,-0.04195611213039965,,,,1.1120686703995539e-13,9.568960213984021e-13,6
iP01_iV01_iQ01_iX05__P-300m_Q-1000m_V+900m_xi-5789md.csv,01,01,01,05,-0.3,-1.0,0.9,-5.789,Y22,False,-0.2510464819754635,RL_Series,c,-7.5972885617183,-0.07369839279859099,,,,1.1120686703995539e-13,9.568960213984021e-13,6
iP01_iV01_iQ01_iX05__P-300m_Q-1000m_V+900m_xi-5789md.csv,01,01,01,05,-0.3,-1.0,0.9,-5.789,Y22,False,-0.2510464819754635,RL_Series,d,-874.2509378341063,-58.8442046965301,,,,1.1120686703995539e-13,9.568960213984021e-13,6
iP01_iV01_iQ01_iX05__P-300m_Q-1000m_V+900m_xi-5789md.csv,01,01,01,05,-0.3,-1.0,0.9,-5.789,Y22,False,-0.2510464819754635,RL_Series,e,36.90244224680958,2.7084204213958203,,,,1.1120686703995539e-13,9.568960213984021e-13,6
iP01_iV01_iQ01_iX05__P-300m_Q-1000m_V+900m_xi-5789md.csv,01,01,01,05,-0.3,-1.0,0.9,-5.789,Y22,False,-0.2510464819754635,RL_Series,f,-2091.4361105166263,-204.7782684508126,,,,1.1120686703995539e-13,9.568960213984021e-13,6
iP01_iV01_iQ01_iX04__P-300m_Q-1000m_V+900m_xi-6842md.csv,01,01,01,04,-0.3,-1.0,0.9,-6.842,Y22,False,-0.22572975746267523,RC_Parallel,Parallel,1.1187380455734146e+17,,-1.154618060614282e-22,,,1.2078974266225407e-13,9.323916659949003e-13,6
iP01_iV01_iQ01_iX04__P-300m_Q-1000m_V+900m_xi-6842md.csv,01,01,01,04,-0.3,-1.0,0.9,-6.842,Y22,False,-0.22572975746267523,RL_Series,a,-41.156956631668955,-0.04814465571869801,,,,1.2078974266225407e-13,9.323916659949003e-13,6
iP01_iV01_iQ01_iX04__P-300m_Q-1000m_V+900m_xi-6842md.csv,01,01,01,04,-0.3,-1.0,0.9,-6.842,Y22,False,-0.22572975746267523,RL_Series,b,-16.30917115959769,-0.07715755059076387,,,,1.2078974266225407e-13,9.323916659949003e-13,6
iP01_iV01_iQ01_iX04__P-300m_Q-1000m_V+900m_xi-6842md.csv,01,01,01,04,-0.3,-1.0,0.9,-6.842,Y22,False,-0.22572975746267523,RL_Series,c,-6.479811122890596,-0.0628581712430656,,,,1.2078974266225407e-13,9.323916659949003e-13,6
iP01_iV01_iQ01_iX04__P-300m_Q-1000m_V+900m_xi-6842md.csv,01,01,01,04,-0.3,-1.0,0.9,-6.842,Y22,False,-0.22572975746267523,RL_Series,d,-746.4832564037416,-50.244399677049955,,,,1.2078974266225407e-13,9.323916659949003e-13,6
iP01_iV01_iQ01_iX04__P-300m_Q-1000m_V+900m_xi-6842md.csv,01,01,01,04,-0.3,-1.0,0.9,-6.842,Y22,False,-0.22572975746267523,RL_Series,e,36.59717100339572,2.686015322443462,,,,1.2078974266225407e-13,9.323916659949003e-13,6
iP01_iV01_iQ01_iX04__P-300m_Q-1000m_V+900m_xi-6842md.csv,01,01,01,04,-0.3,-1.0,0.9,-6.842,Y22,False,-0.22572975746267523,RL_Series,f,-1721.8091806946773,-168.58707796398497,,,,1.2078974266225407e-13,9.323916659949003e-13,6
iP01_iV01_iQ01_iX11__P-300m_Q-1000m_V+900m_xi+526md.csv,01,01,01,11,-0.3,-1.0,0.9,0.526,Y22,False,-0.3962074239177635,RC_Parallel,Parallel,1.709502926472247e+17,,-1.5400327703273845e-22,,,5.925785212518036e-14,6.045065524437839e-13,6
iP01_iV01_iQ01_iX11__P-300m_Q-1000m_V+900m_xi+526md.csv,01,01,01,11,-0.3,-1.0,0.9,0.526,Y22,False,-0.3962074239177635,RL_Series,a,545.2430382178466,0.6378153417157941,,,,5.925785212518036e-14,6.045065524437839e-13,6
iP01_iV01_iQ01_iX11__P-300m_Q-1000m_V+900m_xi+526md.csv,01,01,01,11,-0.3,-1.0,0.9,0.526,Y22,False,-0.3962074239177635,RL_Series,b,-2.373038408778761,-0.011226679105113274,,,,5.925785212518036e-14,6.045065524437839e-13,6
iP01_iV01_iQ01_iX11__P-300m_Q-1000m_V+900m_xi+526md.csv,01,01,01,11,-0.3,-1.0,0.9,0.526,Y22,False,-0.3962074239177635,RL_Series,c,80.50319789206975,0.7809307559656359,,,,5.925785212518036e-14,6.045065524437839e-13,6
iP01_iV01_iQ01_iX11__P-300m_Q-1000m_V+900m_xi+526md.csv,01,01,01,11,-0.3,-1.0,0.9,0.526,Y22,False,-0.3962074239177635,RL_Series,d,9205.470255260776,619.6030862190725,,,,5.925785212518036e-14,6.045065524437839e-13,6
iP01_iV01_iQ01_iX11__P-300m_Q-1000m_V+900m_xi+526md.csv,01,01,01,11,-0.3,-1.0,0.9,0.526,Y22,False,-0.3962074239177635,RL_Series,e,39.4504905259426,2.8954320549305357,,,,5.925785212518036e-14,6.045065524437839e-13,6
iP01_iV01_iQ01_iX11__P-300m_Q-1000m_V+900m_xi+526md.csv,01,01,01,11,-0.3,-1.0,0.9,0.526,Y22,False,-0.3962074239177635,RL_Series,f,27930.711123746143,2734.7728398262348,,,,5.925785212518036e-14,6.045065524437839e-13,6
iP01_iV01_iQ01_iX08__P-300m_Q-1000m_V+900m_xi-2632md.csv,01,01,01,08,-0.3,-1.0,0.9,-2.632,Y22,False,-0.3252446044152448,RC_Parallel,Parallel,1.3975060063642154e+17,,-1.5032153421224494e-22,,,7.070371505894421e-14,7.541479216332908e-13,6
iP01_iV01_iQ01_iX08__P-300m_Q-1000m_V+900m_xi-2632md.csv,01,01,01,08,-0.3,-1.0,0.9,-2.632,Y22,False,-0.3252446044152448,RL_Series,a,-107.8712937788364,-0.12618586809979368,,,,7.070371505894421e-14,7.541479216332908e-13,6
iP01_iV01_iQ01_iX08__P-300m_Q-1000m_V+900m_xi-2632md.csv,01,01,01,08,-0.3,-1.0,0.9,-2.632,Y22,False,-0.3252446044152448,RL_Series,b,-3.7382895500688402,-0.017685586978012507,,,,7.070371505894421e-14,7.541479216332908e-13,6
iP01_iV01_iQ01_iX08__P-300m_Q-1000m_V+900m_xi-2632md.csv,01,01,01,08,-0.3,-1.0,0.9,-2.632,Y22,False,-0.3252446044152448,RL_Series,c,-16.368657485626205,-0.15878609047968684,,,,7.070371505894421e-14,7.541479216332908e-13,6
iP01_iV01_iQ01_iX08__P-300m_Q-1000m_V+900m_xi-2632md.csv,01,01,01,08,-0.3,-1.0,0.9,-2.632,Y22,False,-0.3252446044152448,RL_Series,d,-1877.5505936233037,-126.37443811599731,,,,7.070371505894421e-14,7.541479216332908e-13,6
iP01_iV01_iQ01_iX08__P-300m_Q-1000m_V+900m_xi-2632md.csv,01,01,01,08,-0.3,-1.0,0.9,-2.632,Y22,False,-0.3252446044152448,RL_Series,e,38.014764676194396,2.79005829184303,,,,7.070371505894421e-14,7.541479216332908e-13,6
iP01_iV01_iQ01_iX08__P-300m_Q-1000m_V+900m_xi-2632md.csv,01,01,01,08,-0.3,-1.0,0.9,-2.632,Y22,False,-0.3252446044152448,RL_Series,f,-5035.406427372469,-493.03050810126354,,,,7.070371505894421e-14,7.541479216332908e-13,6
iP01_iV01_iQ01_iX10__P-300m_Q-1000m_V+900m_xi-526md.csv,01,01,01,10,-0.3,-1.0,0.9,-0.526,Y22,False,-0.3729572877146448,RC_Parallel,Parallel,1.1329255328249347e+17,,-1.4634083128407662e-22,,,6.073927943158442e-14,6.419769373220498e-13,6
iP01_iV01_iQ01_iX10__P-300m_Q-1000m_V+900m_xi-526md.csv,01,01,01,10,-0.3,-1.0,0.9,-0.526,Y22,False,-0.3729572877146448,RL_Series,a,-543.0214807747524,-0.6352166044183298,,,,6.073927943158442e-14,6.419769373220498e-13,6
iP01_iV01_iQ01_iX10__P-300m_Q-1000m_V+900m_xi-526md.csv,01,01,01,10,-0.3,-1.0,0.9,-0.526,Y22,False,-0.3729572877146448,RL_Series,b,-2.7004349342543157,-0.012775569219173718,,,,6.073927943158442e-14,6.419769373220498e-13,6
iP01_iV01_iQ01_iX10__P-300m_Q-1000m_V+900m_xi-526md.csv,01,01,01,10,-0.3,-1.0,0.9,-0.526,Y22,False,-0.3729572877146448,RL_Series,c,-80.90871500469221,-0.7848645224945657,,,,6.073927943158442e-14,6.419769373220498e-13,6
iP01_iV01_iQ01_iX10__P-300m_Q-1000m_V+900m_xi-526md.csv,01,01,01,10,-0.3,-1.0,0.9,-0.526,Y22,False,-0.3729572877146448,RL_Series,d,-9261.286891516875,-623.3600067277662,,,,6.073927943158442e-14,6.419769373220498e-13,6
iP01_iV01_iQ01_iX10__P-300m_Q-1000m_V+900m_xi-526md.csv,01,01,01,10,-0.3,-1.0,0.9,-0.526,Y22,False,-0.3729572877146448,RL_Series,e,38.933330015317395,2.85747553985819,,,,6.073927943158442e-14,6.419769373220498e-13,6
iP01_iV01_iQ01_iX10__P-300m_Q-1000m_V+900m_xi-526md.csv,01,01,01,10,-0.3,-1.0,0.9,-0.526,Y22,False,-0.3729572877146448,RL_Series,f,-26935.797949395124,-2637.358154693058,,,,6.073927943158442e-14,6.419769373220498e-13,6
iP01_iV01_iQ01_iX09__P-300m_Q-1000m_V+900m_xi-1579md.csv,01,01,01,09,-0.3,-1.0,0.9,-1.579,Y22,False,-0.3492945879101109,RC_Parallel,Parallel,9.703354898285088e+16,,-1.481581449966646e-22,,,6.647349030469237e-14,6.367875475580977e-13,6
iP01_iV01_iQ01_iX09__P-300m_Q-1000m_V+900m_xi-1579md.csv,01,01,01,09,-0.3,-1.0,0.9,-1.579,Y22,False,-0.3492945879101109,RL_Series,a,-180.3535603097904,-0.21097429886434757,,,,6.647349030469237e-14,6.367875475580977e-13,6
iP01_iV01_iQ01_iX09__P-300m_Q-1000m_V+900m_xi-1579md.csv,01,01,01,09,-0.3,-1.0,0.9,-1.579,Y22,False,-0.3492945879101109,RL_Series,b,-3.134913479702946,-0.01483105689681245,,,,6.647349030469237e-14,6.367875475580977e-13,6
iP01_iV01_iQ01_iX09__P-300m_Q-1000m_V+900m_xi-1579md.csv,01,01,01,09,-0.3,-1.0,0.9,-1.579,Y22,False,-0.3492945879101109,RL_Series,c,-27.118361907704912,-0.26306486474648805,,,,6.647349030469237e-14,6.367875475580977e-13,6
iP01_iV01_iQ01_iX09__P-300m_Q-1000m_V+900m_xi-1579md.csv,01,01,01,09,-0.3,-1.0,0.9,-1.579,Y22,False,-0.3492945879101109,RL_Series,d,-3107.33499961194,-209.1489400019153,,,,6.647349030469237e-14,6.367875475580977e-13,6
iP01_iV01_iQ01_iX09__P-300m_Q-1000m_V+900m_xi-1579md.csv,01,01,01,09,-0.3,-1.0,0.9,-1.579,Y22,False,-0.3492945879101109,RL_Series,e,38.455339601545795,2.8223938782886178,,,,6.647349030469237e-14,6.367875475580977e-13,6
iP01_iV01_iQ01_iX09__P-300m_Q-1000m_V+900m_xi-1579md.csv,01,01,01,09,-0.3,-1.0,0.9,-1.579,Y22,False,-0.3492945879101109,RL_Series,f,-8673.577135503,-849.2538206729247,,,,6.647349030469237e-14,6.367875475580977e-13,6
iP01_iV01_iQ01_iX15__P-300m_Q-1000m_V+900m_xi+4737md.csv,01,01,01,15,-0.3,-1.0,0.9,4.737,Y22,False,-0.48467346439281045,RC_Parallel,Parallel,8.405311055925997e+16,,-1.5821297920264238e-22,,,5.283363161953948e-14,5.540201086008645e-13,6
iP01_iV01_iQ01_iX15__P-300m_Q-1000m_V+900m_xi+4737md.csv,01,01,01,15,-0.3,-1.0,0.9,4.737,Y22,False,-0.48467346439281045,RL_Series,a,61.87112498966004,0.0723757113096063,,,,5.283363161953948e-14,5.540201086008645e-13,6
iP01_iV01_iQ01_iX15__P-300m_Q-1000m_V+900m_xi+4737md.csv,01,01,01,15,-0.3,-1.0,0.9,4.737,Y22,False,-0.48467346439281045,RL_Series,b,-1.6075595198015729,-0.007605251901704351,,,,5.283363161953948e-14,5.540201086008645e-13,6
iP01_iV01_iQ01_iX15__P-300m_Q-1000m_V+900m_xi+4737md.csv,01,01,01,15,-0.3,-1.0,0.9,4.737,Y22,False,-0.48467346439281045,RL_Series,c,8.80814744436128,0.08544447205196605,,,,5.283363161953948e-14,5.540201086008645e-13,6
iP01_iV01_iQ01_iX15__P-300m_Q-1000m_V+900m_xi+4737md.csv,01,01,01,15,-0.3,-1.0,0.9,4.737,Y22,False,-0.48467346439281045,RL_Series,d,1003.2008009757475,67.52358010623016,,,,5.283363161953948e-14,5.540201086008645e-13,6
iP01_iV01_iQ01_iX15__P-300m_Q-1000m_V+900m_xi+4737md.csv,01,01,01,15,-0.3,-1.0,0.9,4.737,Y22,False,-0.48467346439281045,RL_Series,e,41.95274277616137,3.0790825310737793,,,,5.283363161953948e-14,5.540201086008645e-13,6
iP01_iV01_iQ01_iX15__P-300m_Q-1000m_V+900m_xi+4737md.csv,01,01,01,15,-0.3,-1.0,0.9,4.737,Y22,False,-0.48467346439281045,RL_Series,f,3659.466988891283,358.3084893450342,,,,5.283363161953948e-14,5.540201086008645e-13,6
iP01_iV01_iQ01_iX13__P-300m_Q-1000m_V+900m_xi+2632md.csv,01,01,01,13,-0.3,-1.0,0.9,2.632,Y22,False,-0.44138131874461006,RC_Parallel,Parallel,1.6727381326020326e+17,,-1.4736997082779284e-22,,,5.2662238426610153e-14,5.535411905821898e-13,6
iP01_iV01_iQ01_iX13__P-300m_Q-1000m_V+900m_xi+2632md.csv,01,01,01,13,-0.3,-1.0,0.9,2.632,Y22,False,-0.44138131874461006,RL_Series,a,110.09757940455225,0.12879013633907158,,,,5.2662238426610153e-14,5.535411905821898e-13,6
iP01_iV01_iQ01_iX13__P-300m_Q-1000m_V+900m_xi+2632md.csv,01,01,01,13,-0.3,-1.0,0.9,2.632,Y22,False,-0.44138131874461006,RL_Series,b,-1.9134834639025255,-0.00905255673178488,,,,5.2662238426610153e-14,5.535411905821898e-13,6
iP01_iV01_iQ01_iX13__P-300m_Q-1000m_V+900m_xi+2632md.csv,01,01,01,13,-0.3,-1.0,0.9,2.632,Y22,False,-0.44138131874461006,RL_Series,c,15.962256354725442,0.1548437484275622,,,,5.2662238426610153e-14,5.535411905821898e-13,6
iP01_iV01_iQ01_iX13__P-300m_Q-1000m_V+900m_xi+2632md.csv,01,01,01,13,-0.3,-1.0,0.9,2.632,Y22,False,-0.44138131874461006,RL_Series,d,1821.6059371557296,122.60890725050369,,,,5.2662238426610153e-14,5.535411905821898e-13,6
iP01_iV01_iQ01_iX13__P-300m_Q-1000m_V+900m_xi+2632md.csv,01,01,01,13,-0.3,-1.0,0.9,2.632,Y22,False,-0.44138131874461006,RL_Series,e,40.61027658844,2.980553473623062,,,,5.2662238426610153e-14,5.535411905821898e-13,6
iP01_iV01_iQ01_iX13__P-300m_Q-1000m_V+900m_xi+2632md.csv,01,01,01,13,-0.3,-1.0,0.9,2.632,Y22,False,-0.44138131874461006,RL_Series,f,6040.281603007152,591.4206033951442,,,,5.2662238426610153e-14,5.535411905821898e-13,6
iP01_iV01_iQ01_iX12__P-300m_Q-1000m_V+900m_xi+1579md.csv,01,01,01,12,-0.3,-1.0,0.9,1.579,Y22,False,-0.41902200489455693,RC_Parallel,Parallel,7.928914756276838e+16,,-1.6280828025692743e-22,,,5.758139535175815e-14,5.324624042965071e-13,6
iP01_iV01_iQ01_iX12__P-300m_Q-1000m_V+900m_xi+1579md.csv,01,01,01,12,-0.3,-1.0,0.9,1.579,Y22,False,-0.41902200489455693,RL_Series,a,182.5766922890473,0.2135748780256186,,,,5.758139535175815e-14,5.324624042965071e-13,6
iP01_iV01_iQ01_iX12__P-300m_Q-1000m_V+900m_xi+1579md.csv,01,01,01,12,-0.3,-1.0,0.9,1.579,Y22,False,-0.41902200489455693,RL_Series,b,-2.1177961092050457,-0.010019145598380049,,,,5.758139535175815e-14,5.324624042965071e-13,6
iP01_iV01_iQ01_iX12__P-300m_Q-1000m_V+900m_xi+1579md.csv,01,01,01,12,-0.3,-1.0,0.9,1.579,Y22,False,-0.41902200489455693,RL_Series,c,26.71255041741699,0.2591282425725788,,,,5.758139535175815e-14,5.324624042965071e-13,6
iP01_iV01_iQ01_iX12__P-300m_Q-1000m_V+900m_xi+1579md.csv,01,01,01,12,-0.3,-1.0,0.9,1.579,Y22,False,-0.41902200489455693,RL_Series,d,3051.4740086619036,205.38904057283392,,,,5.758139535175815e-14,5.324624042965071e-13,6
iP01_iV01_iQ01_iX12__P-300m_Q-1000m_V+900m_xi+1579md.csv,01,01,01,12,-0.3,-1.0,0.9,1.579,Y22,False,-0.41902200489455693,RL_Series,e,40.00875942288648,2.936405681298351,,,,5.758139535175815e-14,5.324624042965071e-13,6
iP01_iV01_iQ01_iX12__P-300m_Q-1000m_V+900m_xi+1579md.csv,01,01,01,12,-0.3,-1.0,0.9,1.579,Y22,False,-0.41902200489455693,RL_Series,f,9671.790821338644,946.9916716470474,,,,5.758139535175815e-14,5.324624042965071e-13,6
