Filename,iP,iV,iQ,iX,P,Q,V,xi,Element,Is_Passive,Min_Real_Part,Branch_Type,Branch_ID,R,L,C,b,g_m,RMS_Rel_Error,Max_Rel_Error,Order
iP03_iV04_iQ02_iX02__P-650m_Q-500m_V+1050m_xi-8947md.csv,03,04,02,02,-0.65,-0.5,1.05,-8.947,Y22,False,-0.5127879515909696,RL_Series,c,-62.157473468840124,-0.8990019668499166,,,,4.5850975222659294e-14,4.606891776212799e-13,6
iP03_iV04_iQ02_iX02__P-650m_Q-500m_V+1050m_xi-8947md.csv,03,04,02,02,-0.65,-0.5,1.05,-8.947,Y22,False,-0.5127879515909696,RL_Series,d,-3401.7204978812297,-228.63514036450644,,,,4.5850975222659294e-14,4.606891776212799e-13,6
iP03_iV04_iQ02_iX02__P-650m_Q-500m_V+1050m_xi-8947md.csv,03,04,02,02,-0.65,-0.5,1.05,-8.947,Y22,False,-0.5127879515909696,RL_Series,e,29.756127425475714,2.2051979917822573,,,,4.5850975222659294e-14,4.606891776212799e-13,6
iP03_iV04_iQ02_iX02__P-650m_Q-500m_V+1050m_xi-8947md.csv,03,04,02,02,-0.65,-0.5,1.05,-8.947,Y22,False,-0.5127879515909696,RL_Series,f,-2518.9668443590294,-247.5274810406834,,,,4.5850975222659294e-14,4.606891776212799e-13,6
iP03_iV04_iQ02_iX03__P-650m_Q-500m_V+1050m_xi-7895md.csv,03,04,02,03,-0.65,-0.5,1.05,-7.895,Y22,False,-0.5264959263014666,RC_Parallel,Parallel,4.196025640555057e+16,,-1.5730630949747982e-22,,,4.7451308256557433e-14,4.980437777203884e-13,6
iP03_iV04_iQ02_iX03__P-650m_Q-500m_V+1050m_xi-7895md.csv,03,04,02,03,-0.65,-0.5,1.05,-7.895,Y22,False,-0.5264959263014666,RL_Series,a,-324.84226639294786,-0.20189602913809426,,,,4.7451308256557433e-14,4.980437777203884e-13,6
iP03_iV04_iQ02_iX03__P-650m_Q-500m_V+1050m_xi-7895md.csv,03,04,02,03,-0.65,-0.5,1.05,-7.895,Y22,False,-0.5264959263014666,RL_Series,b,-1.9144487762384432,-0.007688352639213696,,,,4.7451308256557433e-14,4.980437777203884e-13,6
iP03_iV04_iQ02_iX03__P-650m_Q-500m_V+1050m_xi-7895md.csv,03,04,02,03,-0.65,-0.5,1.05,-7.895,Y22,False,-0.5264959263014666,RL_Series,c,-64.42888271960341,-0.931854032257242,,,,4.7451308256557433e-14,4.980437777203884e-13,6
iP03_iV04_iQ02_iX03__P-650m_Q-500m_V+1050m_xi-7895md.csv,03,04,02,03,-0.65,-0.5,1.05,-7.895,Y22,False,-0.5264959263014666,RL_Series,d,-3654.7719251669473,-245.6431361871257,,,,4.7451308256557433e-14,4.980437777203884e-13,6
iP03_iV04_iQ02_iX03__P-650m_Q-500m_V+1050m_xi-7895md.csv,03,04,02,03,-0.65,-0.5,1.05,-7.895,Y22,False,-0.5264959263014666,RL_Series,e,29.662527187515302,2.198261368178006,,,,4.7451308256557433e-14,4.980437777203884e-13,6
iP03_iV04_iQ02_iX03__P-650m_Q-500m_V+1050m_xi-7895md.csv,03,04,02,03,-0.65,-0.5,1.05,-7.895,Y22,False,-0.5264959263014666,RL_Series,f,-3067.7570256653134,-301.45461056435533,,,,4.7451308256557433e-14,4.980437777203884e-13,6
iP03_iV04_iQ02_iX04__P-650m_Q-500m_V+1050m_xi-6842md.csv,03,04,02,04,-0.65,-0.5,1.05,-6.842,Y22,False,-0.5396182697401704,RC_Parallel,Parallel,6.5252202050116536e+16,,-1.5161036089137409e-22,,,3.820655727691687e-14,3.8979526584171547e-13,6
iP03_iV04_iQ02_iX04__P-650m_Q-500m_V+1050m_xi-6842md.csv,03,04,02,04,-0.65,-0.5,1.05,-6.842,Y22,False,-0.5396182697401704,RL_Series,a,-380.359232784222,-0.23640094498126543,,,,3.820655727691687e-14,3.8979526584171547e-13,6
iP03_iV04_iQ02_iX04__P-650m_Q-500m_V+1050m_xi-6842md.csv,03,04,02,04,-0.65,-0.5,1.05,-6.842,Y22,False,-0.5396182697401704,RL_Series,b,-1.8625069706919508,-0.007479756346267398,,,,3.820655727691687e-14,3.8979526584171547e-13,6
iP03_iV04_iQ02_iX04__P-650m_Q-500m_V+1050m_xi-6842md.csv,03,04,02,04,-0.65,-0.5,1.05,-6.842,Y22,False,-0.5396182697401704,RL_Series,c,-68.51098670470746,-0.9908947124311135,,,,3.820655727691687e-14,3.8979526584171547e-13,6
iP03_iV04_iQ02_iX04__P-650m_Q-500m_V+1050m_xi-6842md.csv,03,04,02,04,-0.65,-0.5,1.05,-6.842,Y22,False,-0.5396182697401704,RL_Series,d,-4009.947393948547,-269.5150533943689,,,,3.820655727691687e-14,3.8979526584171547e-13,6
iP03_iV04_iQ02_iX04__P-650m_Q-500m_V+1050m_xi-6842md.csv,03,04,02,04,-0.65,-0.5,1.05,-6.842,Y22,False,-0.5396182697401704,RL_Series,e,29.58938414123885,2.1928408074566534,,,,3.820655727691687e-14,3.8979526584171547e-13,6
iP03_iV04_iQ02_iX04__P-650m_Q-500m_V+1050m_xi-6842md.csv,03,04,02,04,-0.65,-0.5,1.05,-6.842,Y22,False,-0.5396182697401704,RL_Series,f,-3827.3977431502462,-376.1010687051947,,,,3.820655727691687e-14,3.8979526584171547e-13,6
iP03_iV04_iQ02_iX05__P-650m_Q-500m_V+1050m_xi-5789md.csv,03,04,02,05,-0.65,-0.5,1.05,-5.789,Y22,False,-0.5521366905160298,RC_Parallel,Parallel,9.219952596115187e+16,,-1.475979717240879e-22,,,3.5676708541226106e-14,3.8059304288182956e-13,6
iP03_iV04_iQ02_iX05__P-650m_Q-500m_V+1050m_xi-5789md.csv,03,04,02,05,-0.65,-0.5,1.05,-5.789,Y22,False,-0.5521366905160298,RL_Series,a,-456.4798090354786,-0.2837114204667411,,,,3.5676708541226106e-14,3.8059304288182956e-13,6
iP03_iV04_iQ02_iX05__P-650m_Q-500m_V+1050m_xi-5789md.csv,03,04,02,05,-0.65,-0.5,1.05,-5.789,Y22,False,-0.5521366905160298,RL_Series,b,-1.814309553805234,-0.007286197374137371,,,,3.5676708541226106e-14,3.8059304288182956e-13,6
iP03_iV04_iQ02_iX05__P-650m_Q-500m_V+1050m_xi-5789md.csv,03,04,02,05,-0.65,-0.5,1.05,-5.789,Y22,False,-0.5521366905160298,RL_Series,c,-75.10299803529406,-1.0862369266646568,,,,3.5676708541226106e-14,3.8059304288182956e-13,6
iP03_iV04_iQ02_iX05__P-650m_Q-500m_V+1050m_xi-5789md.csv,03,04,02,05,-0.65,-0.5,1.05,-5.789,Y22,False,-0.5521366905160298,RL_Series,d,-4518.825614896035,-303.7175795551854,,,,3.5676708541226106e-14,3.8059304288182956e-13,6
iP03_iV04_iQ02_iX05__P-650m_Q-500m_V+1050m_xi-5789md.csv,03,04,02,05,-0.65,-0.5,1.05,-5.789,Y22,False,-0.5521366905160298,RL_Series,e,29.53649818695755,2.1889214804405537,,,,3.5676708541226106e-14,3.8059304288182956e-13,6
iP03_iV04_iQ02_iX05__P-650m_Q-500m_V+1050m_xi-5789md.csv,03,04,02,05,-0.65,-0.5,1.05,-5.789,Y22,False,-0.5521366905160298,RL_Series,f,-4926.479689498143,-484.10288121649353,,,,3.5676708541226106e-14,3.8059304288182956e-13,6
iP03_iV04_iQ02_iX07__P-650m_Q-500m_V+1050m_xi-3684md.csv,03,04,02,07,-0.65,-0.5,1.05,-3.684,Y22,False,-0.5752968957146017,RC_Parallel,Parallel,6.422829525008224e+16,,-1.505651415995148e-22,,,3.279711888217494e-14,3.250041160673985e-13,6
iP03_iV04_iQ02_iX07__P-650m_Q-500m_V+1050m_xi-3684md.csv,03,04,02,07,-0.65,-0.5,1.05,-3.684,Y22,False,-0.5752968957146017,RL_Series,a,-741.334161213802,-0.46075415331710584,,,,3.279711888217494e-14,3.250041160673985e-13,6
iP03_iV04_iQ02_iX07__P-650m_Q-500m_V+1050m_xi-3684md.csv,03,04,02,07,-0.65,-0.5,1.05,-3.684,Y22,False,-0.5752968957146017,RL_Series,b,-1.7279772058390732,-0.006939489985789651,,,,3.279711888217494e-14,3.250041160673985e-13,6
iP03_iV04_iQ02_iX07__P-650m_Q-500m_V+1050m_xi-3684md.csv,03,04,02,07,-0.65,-0.5,1.05,-3.684,Y22,False,-0.5752968957146017,RL_Series,c,-103.18790536424879,-1.4924372678061404,,,,3.279711888217494e-14,3.250041160673985e-13,6
iP03_iV04_iQ02_iX07__P-650m_Q-500m_V+1050m_xi-3684md.csv,03,04,02,07,-0.65,-0.5,1.05,-3.684,Y22,False,-0.5752968957146017,RL_Series,d,-6504.4201127693295,-437.1726001429771,,,,3.279711888217494e-14,3.250041160673985e-13,6
iP03_iV04_iQ02_iX07__P-650m_Q-500m_V+1050m_xi-3684md.csv,03,04,02,07,-0.65,-0.5,1.05,-3.684,Y22,False,-0.5752968957146017,RL_Series,e,29.490975546447196,2.185547841215034,,,,3.279711888217494e-14,3.250041160673985e-13,6
iP03_iV04_iQ02_iX07__P-650m_Q-500m_V+1050m_xi-3684md.csv,03,04,02,07,-0.65,-0.5,1.05,-3.684,Y22,False,-0.5752968957146017,RL_Series,f,-9439.80878049888,-927.6073219969649,,,,3.279711888217494e-14,3.250041160673985e-13,6
iP03_iV04_iQ02_iX06__P-650m_Q-500m_V+1050m_xi-4737md.csv,03,04,02,06,-0.65,-0.5,1.05,-4.737,Y22,False,-0.5640349604804729,RC_Parallel,Parallel,7.15326196938727e+16,,-1.574543696899024e-22,,,3.5298717260788576e-14,3.6772830547363467e-13,6
iP03_iV04_iQ02_iX06__P-650m_Q-500m_V+1050m_xi-4737md.csv,03,04,02,06,-0.65,-0.5,1.05,-4.737,Y22,False,-0.5640349604804729,RL_Series,a,-566.9703811588876,-0.3523835425295921,,,,3.5298717260788576e-14,3.6772830547363467e-13,6
iP03_iV04_iQ02_iX06__P-650m_Q-500m_V+1050m_xi-4737md.csv,03,04,02,06,-0.65,-0.5,1.05,-4.737,Y22,False,-0.5640349604804729,RL_Series,b,-1.7695555122547113,-0.0071064668648956955,,,,3.5298717260788576e-14,3.6772830547363467e-13,6
iP03_iV04_iQ02_iX06__P-650m_Q-500m_V+1050m_xi-4737md.csv,03,04,02,06,-0.65,-0.5,1.05,-4.737,Y22,False,-0.5640349604804729,RL_Series,c,-85.62182884009201,-1.2383738951535403,,,,3.5298717260788576e-14,3.6772830547363467e-13,6
iP03_iV04_iQ02_iX06__P-650m_Q-500m_V+1050m_xi-4737md.csv,03,04,02,06,-0.65,-0.5,1.05,-4.737,Y22,False,-0.5640349604804729,RL_Series,d,-5279.755293331238,-354.86089664012616,,,,3.5298717260788576e-14,3.6772830547363467e-13,6
iP03_iV04_iQ02_iX06__P-650m_Q-500m_V+1050m_xi-4737md.csv,03,04,02,06,-0.65,-0.5,1.05,-4.737,Y22,False,-0.5640349604804729,RL_Series,e,29.503725013273964,2.1864926919108134,,,,3.5298717260788576e-14,3.6772830547363467e-13,6
iP03_iV04_iQ02_iX06__P-650m_Q-500m_V+1050m_xi-4737md.csv,03,04,02,06,-0.65,-0.5,1.05,-4.737,Y22,False,-0.5640349604804729,RL_Series,f,-6614.567605088927,-649.9836473804642,,,,3.5298717260788576e-14,3.6772830547363467e-13,6
iP03_iV04_iQ02_iX11__P-650m_Q-500m_V+1050m_xi+526md.csv,03,04,02,11,-0.65,-0.5,1.05,0.526,Y22,False,-0.6137182091845629,RC_Parallel,Parallel,6.78403231892018e+16,,-1.4312548194724462e-22,,,3.277292215838354e-14,3.2781479168115973e-13,6
iP03_iV04_iQ02_iX11__P-650m_Q-500m_V+1050m_xi+526md.csv,03,04,02,11,-0.65,-0.5,1.05,0.526,Y22,False,-0.6137182091845629,RL_Series,a,5594.432051347535,3.4770525061015047,,,,3.277292215838354e-14,3.2781479168115973e-13,6
iP03_iV04_iQ02_iX11__P-650m_Q-500m_V+1050m_xi+526md.csv,03,04,02,11,-0.65,-0.5,1.05,0.526,Y22,False,-0.6137182091845629,RL_Series,b,-1.589014103148718,-0.0063814195111008805,,,,3.277292215838354e-14,3.2781479168115973e-13,6
iP03_iV04_iQ02_iX11__P-650m_Q-500m_V+1050m_xi+526md.csv,03,04,02,11,-0.65,-0.5,1.05,0.526,Y22,False,-0.6137182091845629,RL_Series,c,579.6207373048818,8.383226566073027,,,,3.277292215838354e-14,3.2781479168115973e-13,6
iP03_iV04_iQ02_iX11__P-650m_Q-500m_V+1050m_xi+526md.csv,03,04,02,11,-0.65,-0.5,1.05,0.526,Y22,False,-0.6137182091845629,RL_Series,d,39156.41886417268,2631.7661637457195,,,,3.277292215838354e-14,3.2781479168115973e-13,6
iP03_iV04_iQ02_iX11__P-650m_Q-500m_V+1050m_xi+526md.csv,03,04,02,11,-0.65,-0.5,1.05,0.526,Y22,False,-0.6137182091845629,RL_Series,e,29.64033719184143,2.1966168890573576,,,,3.277292215838354e-14,3.2781479168115973e-13,6
iP03_iV04_iQ02_iX11__P-650m_Q-500m_V+1050m_xi+526md.csv,03,04,02,11,-0.65,-0.5,1.05,0.526,Y22,False,-0.6137182091845629,RL_Series,f,118967.74416684786,11690.422060892297,,,,3.277292215838354e-14,3.2781479168115973e-13,6
iP03_iV04_iQ02_iX10__P-650m_Q-500m_V+1050m_xi-526md.csv,03,04,02,10,-0.65,-0.5,1.05,-0.526,Y22,False,-0.6051305163982537,RC_Parallel,Parallel,9.24022909303992e+16,,-1.4926168061616466e-22,,,3.12023138111271e-14,3.656099332550151e-13,6
iP03_iV04_iQ02_iX10__P-650m_Q-500m_V+1050m_xi-526md.csv,03,04,02,10,-0.65,-0.5,1.05,-0.526,Y22,False,-0.6051305163982537,RL_Series,a,-5483.5500238259765,-3.4081370866065197,,,,3.12023138111271e-14,3.656099332550151e-13,6
iP03_iV04_iQ02_iX10__P-650m_Q-500m_V+1050m_xi-526md.csv,03,04,02,10,-0.65,-0.5,1.05,-0.526,Y22,False,-0.6051305163982537,RL_Series,b,-1.6200353966151018,-0.006505999832316214,,,,3.12023138111271e-14,3.656099332550151e-13,6
iP03_iV04_iQ02_iX10__P-650m_Q-500m_V+1050m_xi-526md.csv,03,04,02,10,-0.65,-0.5,1.05,-0.526,Y22,False,-0.6051305163982537,RL_Series,c,-609.3493402820089,-8.81320016469388,,,,3.12023138111271e-14,3.656099332550151e-13,6
iP03_iV04_iQ02_iX10__P-650m_Q-500m_V+1050m_xi-526md.csv,03,04,02,10,-0.65,-0.5,1.05,-0.526,Y22,False,-0.6051305163982537,RL_Series,d,-40550.405759159185,-2725.4585346838344,,,,3.12023138111271e-14,3.656099332550151e-13,6
iP03_iV04_iQ02_iX10__P-650m_Q-500m_V+1050m_xi-526md.csv,03,04,02,10,-0.65,-0.5,1.05,-0.526,Y22,False,-0.6051305163982537,RL_Series,e,29.57279435022206,2.1916113539797215,,,,3.12023138111271e-14,3.656099332550151e-13,6
iP03_iV04_iQ02_iX10__P-650m_Q-500m_V+1050m_xi-526md.csv,03,04,02,10,-0.65,-0.5,1.05,-0.526,Y22,False,-0.6051305163982537,RL_Series,f,-99050.77367084424,-9733.271723039923,,,,3.12023138111271e-14,3.656099332550151e-13,6
iP03_iV04_iQ02_iX09__P-650m_Q-500m_V+1050m_xi-1579md.csv,03,04,02,09,-0.65,-0.5,1.05,-1.579,Y22,False,-0.5958571699254889,RC_Parallel,Parallel,1.1513950463639712e+17,,-1.456679651128322e-22,,,3.198785554430228e-14,3.053279838728175e-13,6
iP03_iV04_iQ02_iX09__P-650m_Q-500m_V+1050m_xi-1579md.csv,03,04,02,09,-0.65,-0.5,1.05,-1.579,Y22,False,-0.5958571699254889,RL_Series,a,-1793.1210994149287,-1.114460977494038,,,,3.198785554430228e-14,3.053279838728175e-13,6
iP03_iV04_iQ02_iX09__P-650m_Q-500m_V+1050m_xi-1579md.csv,03,04,02,09,-0.65,-0.5,1.05,-1.579,Y22,False,-0.5958571699254889,RL_Series,b,-1.6534190565518423,-0.006640067326399579,,,,3.198785554430228e-14,3.053279838728175e-13,6
iP03_iV04_iQ02_iX09__P-650m_Q-500m_V+1050m_xi-1579md.csv,03,04,02,09,-0.65,-0.5,1.05,-1.579,Y22,False,-0.5958571699254889,RL_Series,c,-214.19774529455114,-3.0980054942411694,,,,3.198785554430228e-14,3.053279838728175e-13,6
iP03_iV04_iQ02_iX09__P-650m_Q-500m_V+1050m_xi-1579md.csv,03,04,02,09,-0.65,-0.5,1.05,-1.579,Y22,False,-0.5958571699254889,RL_Series,d,-14022.310786064447,-942.4621914602387,,,,3.198785554430228e-14,3.053279838728175e-13,6
iP03_iV04_iQ02_iX09__P-650m_Q-500m_V+1050m_xi-1579md.csv,03,04,02,09,-0.65,-0.5,1.05,-1.579,Y22,False,-0.5958571699254889,RL_Series,e,29.525463340224587,2.1881036985120477,,,,3.198785554430228e-14,3.053279838728175e-13,6
iP03_iV04_iQ02_iX09__P-650m_Q-500m_V+1050m_xi-1579md.csv,03,04,02,09,-0.65,-0.5,1.05,-1.579,Y22,False,-0.5958571699254889,RL_Series,f,-28293.434448481825,-2780.267857218221,,,,3.198785554430228e-14,3.053279838728175e-13,6
iP03_iV04_iQ02_iX08__P-650m_Q-500m_V+1050m_xi-2632md.csv,03,04,02,08,-0.65,-0.5,1.05,-2.632,Y22,False,-0.5859086433074128,RC_Parallel,Parallel,7.139590331972801e+16,,-1.6291611498711132e-22,,,3.5288627270602503e-14,3.621526215863147e-13,6
iP03_iV04_iQ02_iX08__P-650m_Q-500m_V+1050m_xi-2632md.csv,03,04,02,08,-0.65,-0.5,1.05,-2.632,Y22,False,-0.5859086433074128,RL_Series,a,-1056.2854502017412,-0.6565027402379957,,,,3.5288627270602503e-14,3.621526215863147e-13,6
iP03_iV04_iQ02_iX08__P-650m_Q-500m_V+1050m_xi-2632md.csv,03,04,02,08,-0.65,-0.5,1.05,-2.632,Y22,False,-0.5859086433074128,RL_Series,b,-1.6893360845008158,-0.006784308728964959,,,,3.5288627270602503e-14,3.621526215863147e-13,6
iP03_iV04_iQ02_iX08__P-650m_Q-500m_V+1050m_xi-2632md.csv,03,04,02,08,-0.65,-0.5,1.05,-2.632,Y22,False,-0.5859086433074128,RL_Series,c,-135.99683345594335,-1.9669625217880715,,,,3.5288627270602503e-14,3.621526215863147e-13,6
iP03_iV04_iQ02_iX08__P-650m_Q-500m_V+1050m_xi-2632md.csv,03,04,02,08,-0.65,-0.5,1.05,-2.632,Y22,False,-0.5859086433074128,RL_Series,d,-8744.215072595736,-587.7128496680745,,,,3.5288627270602503e-14,3.621526215863147e-13,6
iP03_iV04_iQ02_iX08__P-650m_Q-500m_V+1050m_xi-2632md.csv,03,04,02,08,-0.65,-0.5,1.05,-2.632,Y22,False,-0.5859086433074128,RL_Series,e,29.49821506858793,2.1860843551262867,,,,3.5288627270602503e-14,3.621526215863147e-13,6
iP03_iV04_iQ02_iX08__P-650m_Q-500m_V+1050m_xi-2632md.csv,03,04,02,08,-0.65,-0.5,1.05,-2.632,Y22,False,-0.5859086433074128,RL_Series,f,-14857.86065419926,-1460.0147812932553,,,,3.5288627270602503e-14,3.621526215863147e-13,6
iP03_iV04_iQ02_iX13__P-650m_Q-500m_V+1050m_xi+2632md.csv,03,04,02,13,-0.65,-0.5,1.05,2.632,Y22,False,-0.6288024264845687,RC_Parallel,Parallel,8.02213539096207e+17,,-1.4589405469271787e-22,,,4.9943446392621813e-14,4.211734893124759e-13,6
iP03_iV04_iQ02_iX13__P-650m_Q-500m_V+1050m_xi+2632md.csv,03,04,02,13,-0.65,-0.5,1.05,2.632,Y22,False,-0.6288024264845687,RL_Series,a,1167.6605387479863,0.7257246071213914,,,,4.9943446392621813e-14,4.211734893124759e-13,6
iP03_iV04_iQ02_iX13__P-650m_Q-500m_V+1050m_xi+2632md.csv,03,04,02,13,-0.65,-0.5,1.05,2.632,Y22,False,-0.6288024264845687,RL_Series,b,-1.533459948173792,-0.006158316161812011,,,,4.9943446392621813e-14,4.211734893124759e-13,6
iP03_iV04_iQ02_iX13__P-650m_Q-500m_V+1050m_xi+2632md.csv,03,04,02,13,-0.65,-0.5,1.05,2.632,Y22,False,-0.6288024264845687,RL_Series,c,105.75323224047364,1.529540350969374,,,,4.9943446392621813e-14,4.211734893124759e-13,6
iP03_iV04_iQ02_iX13__P-650m_Q-500m_V+1050m_xi+2632md.csv,03,04,02,13,-0.65,-0.5,1.05,2.632,Y22,False,-0.6288024264845687,RL_Series,d,7336.960258736717,493.1289681904218,,,,4.9943446392621813e-14,4.211734893124759e-13,6
iP03_iV04_iQ02_iX13__P-650m_Q-500m_V+1050m_xi+2632md.csv,03,04,02,13,-0.65,-0.5,1.05,2.632,Y22,False,-0.6288024264845687,RL_Series,e,29.83685334522204,2.2111805122969765,,,,4.9943446392621813e-14,4.211734893124759e-13,6
iP03_iV04_iQ02_iX13__P-650m_Q-500m_V+1050m_xi+2632md.csv,03,04,02,13,-0.65,-0.5,1.05,2.632,Y22,False,-0.6288024264845687,RL_Series,f,39875.47463029933,3918.382565895298,,,,4.9943446392621813e-14,4.211734893124759e-13,6
iP03_iV04_iQ02_iX12__P-650m_Q-500m_V+1050m_xi+1579md.csv,03,04,02,12,-0.65,-0.5,1.05,1.579,Y22,False,-0.6216113578843518,RC_Parallel,Parallel,6.176356620948691e+16,,-1.5337924151301543e-22,,,3.317496658870464e-14,3.754614714827254e-13,6
iP03_iV04_iQ02_iX12__P-650m_Q-500m_V+1050m_xi+1579md.csv,03,04,02,12,-0.65,-0.5,1.05,1.579,Y22,False,-0.6216113578843518,RL_Series,a,1904.1670687308672,1.1834782901285668,,,,3.317496658870464e-14,3.754614714827254e-13,6
iP03_iV04_iQ02_iX12__P-650m_Q-500m_V+1050m_xi+1579md.csv,03,04,02,12,-0.65,-0.5,1.05,1.579,Y22,False,-0.6216113578843518,RL_Series,b,-1.5602016322907835,-0.006265709736510771,,,,3.317496658870464e-14,3.754614714827254e-13,6
iP03_iV04_iQ02_iX12__P-650m_Q-500m_V+1050m_xi+1579md.csv,03,04,02,12,-0.65,-0.5,1.05,1.579,Y22,False,-0.6216113578843518,RL_Series,c,184.29935931743825,2.6655762737614426,,,,3.317496658870464e-14,3.754614714827254e-13,6
iP03_iV04_iQ02_iX12__P-650m_Q-500m_V+1050m_xi+1579md.csv,03,04,02,12,-0.65,-0.5,1.05,1.579,Y22,False,-0.6216113578843518,RL_Series,d,12623.860449585733,848.4700873203079,,,,3.317496658870464e-14,3.754614714827254e-13,6
iP03_iV04_iQ02_iX12__P-650m_Q-500m_V+1050m_xi+1579md.csv,03,04,02,12,-0.65,-0.5,1.05,1.579,Y22,False,-0.6216113578843518,RL_Series,e,29.72827644238509,2.203133982506964,,,,3.317496658870464e-14,3.754614714827254e-13,6
iP03_iV04_iQ02_iX12__P-650m_Q-500m_V+1050m_xi+1579md.csv,03,04,02,12,-0.65,-0.5,1.05,1.579,Y22,False,-0.6216113578843518,RL_Series,f,49663.40444964866,4880.198189055705,,,,3.317496658870464e-14,3.754614714827254e-13,6
iP03_iV04_iQ02_iX15__P-650m_Q-500m_V+1050m_xi+4737md.csv,03,04,02,15,-0.65,-0.5,1.05,4.737,Y22,False,-0.6410574233391635,RC_Parallel,Parallel,1.0163387353335642e+17,,-1.4013459010386517e-22,,,3.086565619041387e-14,2.906637063946503e-13,6
iP03_iV04_iQ02_iX15__P-650m_Q-500m_V+1050m_xi+4737md.csv,03,04,02,15,-0.65,-0.5,1.05,4.737,Y22,False,-0.6410574233391635,RL_Series,a,679.5105232063922,0.42232951369375854,,,,3.086565619041387e-14,2.906637063946503e-13,6
iP03_iV04_iQ02_iX15__P-650m_Q-500m_V+1050m_xi+4737md.csv,03,04,02,15,-0.65,-0.5,1.05,4.737,Y22,False,-0.6410574233391635,RL_Series,b,-1.4857044694367783,-0.00596653199629047,,,,3.086565619041387e-14,2.906637063946503e-13,6
iP03_iV04_iQ02_iX15__P-650m_Q-500m_V+1050m_xi+4737md.csv,03,04,02,15,-0.65,-0.5,1.05,4.737,Y22,False,-0.6410574233391635,RL_Series,c,54.10723855861354,0.7825690326584448,,,,3.086565619041387e-14,2.906637063946503e-13,6
iP03_iV04_iQ02_iX15__P-650m_Q-500m_V+1050m_xi+4737md.csv,03,04,02,15,-0.65,-0.5,1.05,4.737,Y22,False,-0.6410574233391635,RL_Series,d,3840.834788700447,258.14872104413234,,,,3.086565619041387e-14,2.906637063946503e-13,6
iP03_iV04_iQ02_iX15__P-650m_Q-500m_V+1050m_xi+4737md.csv,03,04,02,15,-0.65,-0.5,1.05,4.737,Y22,False,-0.6410574233391635,RL_Series,e,30.117177798621988,2.231955088129516,,,,3.086565619041387e-14,2.906637063946503e-13,6
iP03_iV04_iQ02_iX15__P-650m_Q-500m_V+1050m_xi+4737md.csv,03,04,02,15,-0.65,-0.5,1.05,4.737,Y22,False,-0.6410574233391635,RL_Series,f,68571.06489715374,6738.168507165703,,,,3.086565619041387e-14,2.906637063946503e-13,6
iP03_iV04_iQ02_iX14__P-650m_Q-500m_V+1050m_xi+3684md.csv,03,04,02,14,-0.65,-0.5,1.05,3.684,Y22,False,-0.635285855567039,RC_Parallel,Parallel,6.34156498939786e+17,,-1.488913032145403e-22,,,3.618020830745237e-14,2.4576434164812895e-13,6
iP03_iV04_iQ02_iX14__P-650m_Q-500m_V+1050m_xi+3684md.csv,03,04,02,14,-0.65,-0.5,1.05,3.684,Y22,False,-0.635285855567039,RL_Series,a,853.2060408175191,0.5302847858760438,,,,3.618020830745237e-14,2.4576434164812895e-13,6
iP03_iV04_iQ02_iX14__P-650m_Q-500m_V+1050m_xi+3684md.csv,03,04,02,14,-0.65,-0.5,1.05,3.684,Y22,False,-0.635285855567039,RL_Series,b,-1.5086648405809167,-0.006058739963552045,,,,3.618020830745237e-14,2.4576434164812895e-13,6
iP03_iV04_iQ02_iX14__P-650m_Q-500m_V+1050m_xi+3684md.csv,03,04,02,14,-0.65,-0.5,1.05,3.684,Y22,False,-0.635285855567039,RL_Series,c,72.41188080644768,1.0473145003378728,,,,3.618020830745237e-14,2.4576434164812895e-13,6
iP03_iV04_iQ02_iX14__P-650m_Q-500m_V+1050m_xi+3684md.csv,03,04,02,14,-0.65,-0.5,1.05,3.684,Y22,False,-0.635285855567039,RL_Series,d,5083.751562811641,341.68717089355465,,,,3.618020830745237e-14,2.4576434164812895e-13,6
iP03_iV04_iQ02_iX14__P-650m_Q-500m_V+1050m_xi+3684md.csv,03,04,02,14,-0.65,-0.5,1.05,3.684,Y22,False,-0.635285855567039,RL_Series,e,29.966367411228493,2.2207786754542163,,,,3.618020830745237e-14,2.4576434164812895e-13,6
iP03_iV04_iQ02_iX14__P-650m_Q-500m_V+1050m_xi+3684md.csv,03,04,02,14,-0.65,-0.5,1.05,3.684,Y22,False,-0.635285855567039,RL_Series,f,43054.22894530097,4230.744419460535,,,,3.618020830745237e-14,2.4576434164812895e-13,6
iP03_iV04_iQ02_iX17__P-650m_Q-500m_V+1050m_xi+6842md.csv,03,04,02,17,-0.65,-0.5,1.05,6.842,Y22,False,-0.6504594286377782,RC_Parallel,Parallel,4.868639332943822e+16,,-1.4578144456024403e-22,,,3.093848957105968e-14,3.090818338940688e-13,6
iP03_iV04_iQ02_iX17__P-650m_Q-500m_V+1050m_xi+6842md.csv,03,04,02,17,-0.65,-0.5,1.05,6.842,Y22,False,-0.6504594286377782,RL_Series,a,494.77249839921507,0.30751110027258427,,,,3.093848957105968e-14,3.090818338940688e-13,6
iP03_iV04_iQ02_iX17__P-650m_Q-500m_V+1050m_xi+6842md.csv,03,04,02,17,-0.65,-0.5,1.05,6.842,Y22,False,-0.6504594286377782,RL_Series,b,-1.4448950190405363,-0.005802642813381499,,,,3.093848957105968e-14,3.090818338940688e-13,6
