Filename,iP,iV,iQ,iX,P,Q,V,xi,Element,Is_Passive,Min_Real_Part,Branch_Type,Branch_ID,R,L,C,RMS_Rel_Error,Max_Rel_Error,Order
iP01_iV01_iQ01_iX01__P-300m_Q-1000m_V+900m_xi-10000md.csv,01,01,01,01,-0.3,-1.0,0.9,-10.0,Y21,False,-0.08203905737198382,RC_Parallel,Parallel,-1.1031898336266344e+17,,-1.4767686445574084e-23,1.1771758189092864e-12,2.35726699749224e-11,8
iP01_iV01_iQ01_iX01__P-300m_Q-1000m_V+900m_xi-10000md.csv,01,01,01,01,-0.3,-1.0,0.9,-10.0,Y21,False,-0.08203905737198382,RL_Series,a,636.8168509172394,0.7449367142877392,,1.1771758189092864e-12,2.35726699749224e-11,8
iP01_iV01_iQ01_iX01__P-300m_Q-1000m_V+900m_xi-10000md.csv,01,01,01,01,-0.3,-1.0,0.9,-10.0,Y21,False,-0.08203905737198382,RL_Series,b,61.891135941339535,0.2928026449525323,,1.1771758189092864e-12,2.35726699749224e-11,8
iP01_iV01_iQ01_iX01__P-300m_Q-1000m_V+900m_xi-10000md.csv,01,01,01,01,-0.3,-1.0,0.9,-10.0,Y21,False,-0.08203905737198382,RL_Series,c,-9.637113586204876,-0.09348595577895609,,1.1771758189092864e-12,2.35726699749224e-11,8
iP01_iV01_iQ01_iX01__P-300m_Q-1000m_V+900m_xi-10000md.csv,01,01,01,01,-0.3,-1.0,0.9,-10.0,Y21,False,-0.08203905737198382,RL_Series,d,-981.3463115132503,-66.05259500222222,,1.1771758189092864e-12,2.35726699749224e-11,8
iP01_iV01_iQ01_iX01__P-300m_Q-1000m_V+900m_xi-10000md.csv,01,01,01,01,-0.3,-1.0,0.9,-10.0,Y21,False,-0.08203905737198382,RL_Series,e,203.39151026259194,14.927730702913744,,1.1771758189092864e-12,2.35726699749224e-11,8
iP01_iV01_iQ01_iX01__P-300m_Q-1000m_V+900m_xi-10000md.csv,01,01,01,01,-0.3,-1.0,0.9,-10.0,Y21,False,-0.08203905737198382,RL_Series,f,819.4207977246949,80.23174661143396,,1.1771758189092864e-12,2.35726699749224e-11,8
iP01_iV01_iQ01_iX01__P-300m_Q-1000m_V+900m_xi-10000md.csv,01,01,01,01,-0.3,-1.0,0.9,-10.0,Y21,False,-0.08203905737198382,RLC_Series,1,-1.2413307825878234e+17,-14083932192733.832,-3.8074609834347885e-25,1.1771758189092864e-12,2.35726699749224e-11,8
iP01_iV01_iQ01_iX02__P-300m_Q-1000m_V+900m_xi-8947md.csv,01,01,01,02,-0.3,-1.0,0.9,-8.947,Y21,False,-0.07730796404074747,RC_Parallel,Parallel,-1.0147657234474096e+17,,-1.5291376075008373e-23,1.1568262693470187e-12,2.333841250199023e-11,8
iP01_iV01_iQ01_iX02__P-300m_Q-1000m_V+900m_xi-8947md.csv,01,01,01,02,-0.3,-1.0,0.9,-8.947,Y21,False,-0.07730796404074747,RL_Series,a,502.20168629661447,0.5874663548251163,,1.1568262693470187e-12,2.333841250199023e-11,8
iP01_iV01_iQ01_iX02__P-300m_Q-1000m_V+900m_xi-8947md.csv,01,01,01,02,-0.3,-1.0,0.9,-8.947,Y21,False,-0.07730796404074747,RL_Series,b,155.10421135467038,0.733787199688376,,1.1568262693470187e-12,2.333841250199023e-11,8
iP01_iV01_iQ01_iX02__P-300m_Q-1000m_V+900m_xi-8947md.csv,01,01,01,02,-0.3,-1.0,0.9,-8.947,Y21,False,-0.07730796404074747,RL_Series,c,-11.197108444695179,-0.1086188697009193,,1.1568262693470187e-12,2.333841250199023e-11,8
iP01_iV01_iQ01_iX02__P-300m_Q-1000m_V+900m_xi-8947md.csv,01,01,01,02,-0.3,-1.0,0.9,-8.947,Y21,False,-0.07730796404074747,RL_Series,d,-1134.7337882716038,-76.37682077226884,,1.1568262693470187e-12,2.333841250199023e-11,8
iP01_iV01_iQ01_iX02__P-300m_Q-1000m_V+900m_xi-8947md.csv,01,01,01,02,-0.3,-1.0,0.9,-8.947,Y21,False,-0.07730796404074747,RL_Series,e,229.1529426926415,16.818467073029414,,1.1568262693470187e-12,2.333841250199023e-11,8
iP01_iV01_iQ01_iX02__P-300m_Q-1000m_V+900m_xi-8947md.csv,01,01,01,02,-0.3,-1.0,0.9,-8.947,Y21,False,-0.07730796404074747,RL_Series,f,902.6122655529499,88.37725229698543,,1.1568262693470187e-12,2.333841250199023e-11,8
iP01_iV01_iQ01_iX02__P-300m_Q-1000m_V+900m_xi-8947md.csv,01,01,01,02,-0.3,-1.0,0.9,-8.947,Y21,False,-0.07730796404074747,RLC_Series,1,-2.1888654540802416e+16,-2483450125216.208,-2.15925487490656e-24,1.1568262693470187e-12,2.333841250199023e-11,8
iP01_iV01_iQ01_iX04__P-300m_Q-1000m_V+900m_xi-6842md.csv,01,01,01,04,-0.3,-1.0,0.9,-6.842,Y21,False,-0.06502575082006484,RC_Parallel,Parallel,-1.1978183265400962e+17,,-1.4378468852341934e-23,2.5674569478441943e-13,1.6721103448979e-12,8
iP01_iV01_iQ01_iX04__P-300m_Q-1000m_V+900m_xi-6842md.csv,01,01,01,04,-0.3,-1.0,0.9,-6.842,Y21,False,-0.06502575082006484,RL_Series,a,413.31091206329063,0.4834835516180553,,2.5674569478441943e-13,1.6721103448979e-12,8
iP01_iV01_iQ01_iX04__P-300m_Q-1000m_V+900m_xi-6842md.csv,01,01,01,04,-0.3,-1.0,0.9,-6.842,Y21,False,-0.06502575082006484,RL_Series,b,-135.9231586465494,-0.6430429779108833,,2.5674569478441943e-13,1.6721103448979e-12,8
iP01_iV01_iQ01_iX04__P-300m_Q-1000m_V+900m_xi-6842md.csv,01,01,01,04,-0.3,-1.0,0.9,-6.842,Y21,False,-0.06502575082006484,RL_Series,c,-15.92772672211668,-0.15450878965819698,,2.5674569478441943e-13,1.6721103448979e-12,8
iP01_iV01_iQ01_iX04__P-300m_Q-1000m_V+900m_xi-6842md.csv,01,01,01,04,-0.3,-1.0,0.9,-6.842,Y21,False,-0.06502575082006484,RL_Series,d,-1596.7840503803534,-107.47656451992688,,2.5674569478441943e-13,1.6721103448979e-12,8
