Frequency_Hz,Y11_Real,Y11_Imag,Y12_Real,Y12_Imag,Y21_Real,Y21_Imag,Y22_Real,Y22_Imag
0.1,0.618700425336701,-0.00562728655857279,-1.02184695039241,-0.00036212704340308,0.0862196983056581,-0.000362638074733994,-0.78611203084076,-1.87361871455197e-05
0.100693514841637,0.618700052970068,-0.00566633845888754,-1.02184735570015,-0.000364637089538994,0.0862197577680648,-0.000365158812289463,-0.786113352772647,-1.88019708861273e-05
0.10139183931163,0.618699675358107,-0.00570566172687863,-1.02184776665266,-0.000367164514639728,0.0862198180486671,-0.00036769715228056,-0.786114693020133,-1.88668707313822e-05
0.102095006765465,0.618699292426069,-0.00574525825562174,-1.0218481833286,-0.00036970943862826,0.0862198791585902,-0.000370253219293989,-0.786116051835806,-1.8930852613494e-05
0.102803050789954,0.618698904098116,-0.00578512995154866,-1.02184860580774,-0.000372271982246462,0.0862199411091066,-0.000372827138832444,-0.786117429475706,-1.89938816479301e-05
0.103516005204838,0.618698510297306,-0.00582527873454454,-1.02184903417094,-0.000374852267060535,0.0862200039116382,-0.000375419037322031,-0.786118826199369,-1.90559221157349e-05
0.104233904064403,0.618698110945572,-0.00586570653804578,-1.02184946850022,-0.00037745041546643,0.0862200675777582,-0.00037802904211975,-0.786120242269875,-1.91169374455513e-05
0.104956781659108,0.618697705963711,-0.00590641530913894,-1.02184990887872,-0.00038006655069534,0.0862201321191929,-0.000380657281521083,-0.786121677953895,-1.91768901952188e-05
0.105684672517218,0.618697295271362,-0.00594740700866005,-1.02185035539076,-0.000382700796819173,0.0862201975478235,-0.000383303884767609,-0.786123133521739,-1.92357420329137e-05
0.106417611406461,0.618696878786991,-0.00598868361129513,-1.02185080812181,-0.000385353278756106,0.0862202638756886,-0.000385968982054737,-0.786124609247404,-1.92934537180667e-05
0.10715563333568,0.618696456427872,-0.00603024710568108,-1.02185126715857,-0.000388024122276141,0.0862203311149852,-0.000388652704539492,-0.786126105408623,-1.93499850817749e-05
0.107898773556513,0.618696028110069,-0.00607209949450778,-1.02185173258891,-0.00039071345400672,0.0862203992780717,-0.000391355184348389,-0.786127622286919,-1.94052950067622e-05
0.108647067565072,0.618695593748418,-0.00611424279462063,-1.02185220450195,-0.000393421401438302,0.0862204683774689,-0.000394076554585382,-0.786129160167648,-1.94593414070271e-05
0.109400551103639,0.618695153256506,-0.00615667903712418,-1.02185268298805,-0.000396148092930119,0.086220538425863,-0.00039681694933989,-0.786130719340058,-1.95120812070682e-05
0.110159260162376,0.618694706546657,-0.00619941026748641,-1.02185316813884,-0.000398893657715782,0.0862206094361068,-0.000399576503694915,-0.786132300097335,-1.95634703205813e-05
0.11092323098104,0.618694253529907,-0.00624243854564393,-1.02185366004721,-0.000401658225909029,0.0862206814212223,-0.000402355353735227,-0.786133902736659,-1.96134636287412e-05
0.111692500050717,0.618693794115987,-0.006285765946108,-1.02185415880737,-0.000404441928509519,0.0862207543944026,-0.000405153636555643,-0.786135527559254,-1.96620149581356e-05
0.112467104115564,0.618693328213304,-0.00632939455807136,-1.02185466451481,-0.000407244897408588,0.0862208283690137,-0.000407971490269389,-0.786137174870446,-1.97090770581512e-05
0.113247080174565,0.618692855728919,-0.00637332648551591,-1.02185517726639,-0.000410067265395079,0.0862209033585973,-0.000410809054016538,-0.786138844979713,-1.97546015778191e-05
0.114032465483296,0.618692376568525,-0.00641756384732132,-1.02185569716031,-0.000412909166161214,0.0862209793768722,-0.000413666467972544,-0.786140538200742,-1.97985390424163e-05
0.114823297555707,0.61869189063643,-0.00646210877737447,-1.02185622429613,-0.000415770734308459,0.0862210564377372,-0.000416543873356863,-0.786142254851488,-1.98408388293325e-05
0.115619614165913,0.618691397835532,-0.00650696342467972,-1.02185675877481,-0.000418652105353462,0.0862211345552725,-0.000419441412441659,-0.786143995254224,-1.98814491434995e-05
0.116421453349997,0.618690898067299,-0.00655212995347017,-1.02185730069873,-0.000421553415734004,0.0862212137437426,-0.000422359228560595,-0.786145759735604,-1.99203169925569e-05
0.117228853407829,0.618690391231748,-0.00659761054331964,-1.02185785017167,-0.000424474802814991,0.0862212940175982,-0.000425297466117728,-0.786147548626719,-1.99573881610737e-05
0.118041852904894,0.618689877227418,-0.0066434073892558,-1.02185840729889,-0.000427416404894439,0.0862213753914782,-0.000428256270596487,-0.786149362263154,-1.99926071845422e-05
0.118860490674132,0.618689355951353,-0.00668952270187395,-1.02185897218711,-0.000430378361209596,0.0862214578802128,-0.000431235788568742,-0.786151200985051,-2.00259173228495e-05
